area,ratio,efficiency,gap_ratio,angle,x,y,n_bays,used_area_ratio,valid,label
4.3e+06,4.3,12932.3,0.5,180,0,10000,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,9100,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,9100,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,7500,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,7500,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,7500,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,7500,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,0,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,0,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,2700,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,0,10000,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,0,10000,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,9100,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,9100,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,9100,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,7500,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,7500,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,7500,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,0,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,0,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,2700,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,0,10000,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,6800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,7300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,8600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,9100,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,9000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,8500,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,10000,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,7500,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,7500,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,0,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,0,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,2700,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,2700,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,2700,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,3200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,2800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,4200,3300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,8500,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,4300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,9000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,5300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,1300,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,10000,0,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,0,10000,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,4200,5800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,180,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,270,2700,7600,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,90,8500,1800,8,0.344,0,0
4.3e+06,4.3,12932.3,0.5,0,8500,1800,8,0.344,0,0
